msp,phylum,class,order,family,genus,species
msp_0684,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0685,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,unclassified Clostridiales 2
msp_0686,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Ruminococcus] sp. CAG:382
msp_0687,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. UBA630
msp_0688,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0689,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,Clostridiales bacterium UBA1701 / Clostridia bacterium CIM:MAG 26
msp_0690,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium
msp_0691,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylovorus
msp_0692,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Ruminococcaceae] bacterium CIM:MAG 1028_2
msp_0693,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0694,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,unclassified Parabacteroides
msp_0695,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified Rhodospirillales,unclassified Rhodospirillales,unclassified Rhodospirillales
msp_0696,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans
msp_0697,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:221
msp_0698,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides
msp_0699,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0700,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp. ASD88 & An286 & AJH120
msp_0701,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Pseudoflavonifractor,unclassified Pseudoflavonifractor
msp_0702,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,unclassified Barnesiellaceae,unclassified Barnesiellaceae
msp_0703,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0704,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0705,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0706,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea sp. Marseille-P4003
msp_0707,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_0708,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:563
msp_0709,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Firmicutes bacterium CAG:341
msp_0710,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,[Bacteroides] sp. CAG:927
msp_0711c,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Rikenella microfusus
msp_0712,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius
msp_0713,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] citroniae
msp_0714c,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas bovis
msp_0715c,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis
msp_0716,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0717,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus
msp_0718,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified Rhodospirillales,unclassified Rhodospirillales,unclassified Rhodospirillales
msp_0719,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Selenomonadales] bacterium CIM:MAG 469
msp_0720,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,[Clostridium] sp. CAG:1024
msp_0721,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0722,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum 2
msp_0723,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0724,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_0725,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,Clostridiales bacterium CIM:MAG 491
msp_0726,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:755
msp_0727,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0728,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0729,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Ruminococcaceae] bacterium CIM:MAG 1170_1
msp_0730,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0732,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,Clostridiales bacterium CIM:MAG 442
msp_0733,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. CAG:471
msp_0734,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,Firmicutes bacterium CAG:555
msp_0735,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,Monoglobus,Monoglobus pectinilyticus
msp_0736c,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. An322 & UBA1451
msp_0737,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_0738,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. UBA2874
msp_0739c,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis
msp_0740,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0741,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,unclassified Sutterella
msp_0742,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis
msp_0743,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_0744,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp. CAG:542
msp_0745,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae bacterium UBA7096
msp_0746,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_0747,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0748,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CAG:460
msp_0749,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,unclassified Sutterella
msp_0750,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0751,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0752,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:624 & UBA6407 & UBA4697
msp_0753,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0754c,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter werkmanii == Citrobacter freundii
msp_0755c,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0756,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia
msp_0757,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. 28_12 & CAG:356
msp_0758,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0759,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0760,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. 29_15 & CAG:265
msp_0761,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0762,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Ruminococcaceae bacterium UBA1821 / [Clostridium] sp. CAG:678
msp_0763,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24
msp_0764,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified Alistipes
msp_0765,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,unclassified Prevotellaceae
msp_0766,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_0767,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,unclassified Tyzzerella
msp_0768,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_0769,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,Agathobaculum,Agathobaculum butyriciproducens
msp_0770,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0771,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Clostridiales bacterium UBA644
msp_0772,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridiales bacterium 1_7_47FAA & VE202-28
msp_0773,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_0774,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:1058
msp_0775,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
msp_0776,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_0777,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,Clostridiales bacterium RUG303 & RUG439 & RUG453 / Firmicutes bacterium CAG:129
msp_0778,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium
msp_0779,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:417
msp_0780,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0781,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0782,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41
msp_0783,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0784,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0785,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei
msp_0786,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0787,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0788,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified Rhodospirillaceae,unclassified Rhodospirillaceae
msp_0789,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:1185
msp_0790,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0791,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_0792,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens
msp_0793,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis
msp_0794,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia isoflavoniconvertens
msp_0795,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified Rhodospirillaceae,unclassified Rhodospirillaceae
msp_0796,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0797,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus
msp_0798,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0799,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0800,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. 51_9 & CAG:209
msp_0801,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella parvirubra
msp_0802,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Bacteroidales bacterium H3
msp_0803,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0804,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0805,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_0806,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,unclassified Clostridiales 1
msp_0807,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0808,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,[Clostridium] sp. CAG:288
msp_0809,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0810,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0811,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,[Staphylococcus] sp. CAG:324
msp_0812,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0813,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0814,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. An138
msp_0815,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified Alistipes
msp_0816c,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0817,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium
msp_0818,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Clostridium] sp. CAG:302
msp_0819,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1
msp_0820,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0821,Tenericutes,RF3_Tenericutes,ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,unclassified_ML615J-28_Tenericutes,[Firmicutes] bacterium CAG:313
msp_0822,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0823,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Ruminococcus] sp. CAG:724
msp_0824,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,[Clostridium] sp. CAG:967
msp_0825,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Firmicutes bacterium CAG:791
msp_0826,Tenericutes,Tenericutes 2,Anaeroplasmatales,Anaeroplasmataceae,unclassified_Anaeroplasmataceae,unclassified_Anaeroplasmataceae
msp_0827,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,unclassified Odoribacteraceae,unclassified Odoribacteraceae
msp_0828,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Massiliomicrobiota,Massiliomicrobiota sp. An80 & An105 & An134 & An142
msp_0829,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. UBA2905
msp_0830,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified Rhodospirillaceae,unclassified Rhodospirillaceae
msp_0831,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus pleomorphus
msp_0832,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus
msp_0833,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
msp_0834,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,unclassified Dialister
msp_0835,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Clostridiales bacterium 41_21_two_genomes
msp_0836,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0837,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,unclassified_Erysipelotrichaceae
